Ibuk ID;Tytuł;Autor;ISBN;Wydawnictwo;Rok wydania;Kategoria;Podkategoria;Link do książki 
13187;Vademecum terapeuty rodzinnego;Jacek Kubitsky;978-83-200-4060-9;Wydawnictwo Lekarskie PZWL;2010;Medycyna;Interna;Czytaj
61351;W cieniu Brechta. Niemieckojęzyczny dramat powojenny 1945-1995;Małgorzata Sugiera;978-83-242-1482-2;Universitas;1999;Nauki humanistyczne;Kultura i sztuka;Czytaj
40288;W drodze do gwiazd. O teatrze i dramacie włoskiego futuryzmu;Monika Gurgul;978-83-233-2746-2;Wydawnictwo Uniwersytetu Jagiellońskiego;2009;Nauki humanistyczne;Kultura i sztuka;Czytaj
1930;W poszukiwaniu etniczności;Elżbieta Budakowska;978-83-235-0366-8;Wydawnictwa Uniwersytetu Warszawskiego;2007;Nauki humanistyczne;Kulturoznawstwo;Czytaj
1547;W stronę miejskiej utopii;Mariusz Czubaj;978-83-89281-30-2;Academica Wydawnictwo SWPS;2007;Nauki humanistyczne;Kulturoznawstwo;Czytaj
40552;W tajemniczej starej szafie;Małgorzata Gintowt;978-83-7587-968-1;Oficyna Wydawnicza IMPULS;2012;Literatura dla dzieci i młodzieży;-;Czytaj
933;W trosce o wychowanie w szkole;Mieczysław Łobocki;978-83-7587-829-5;Oficyna Wydawnicza IMPULS;2007;Nauki społeczne;Pedagogika;Czytaj
44810;Warsztat;Izabela Tokarek;978-83-7859-086-6;Wydawnictwo e-bookowo;2013;Literatura kobieca;-;Czytaj
61416;Wartki nurt mediów;Tomasz Goban-Klas;978-83-242-1555-3;Universitas;2011;Nauki humanistyczne;Filologia polska;Czytaj
93959;Wczesne i odległe wyniki przezskórnej walwuloplastyki aortalnej u noworodków;Bożena Rewers;978-83-917484-5-9;Wydawnictwo Instytut Pomnik-Centrum Zdrowia Dziecka;2013;Publikacje darmowe;-;Czytaj
1538;Wegetarianizm;M. H. Borawska, M. Malinowska;978-83-200-3865-1;Wydawnictwo Lekarskie PZWL;2009;Medycyna;Poradniki medyczne;Czytaj
1385;Wektory, pochodne, całki;Wiesława Korczak, Marianna Trajdos;978-83-01-15975-7;Wydawnictwo Naukowe PWN;2009;Nauki matematyczno-przyrodnicze;Matematyka;Czytaj
40907;Wędrujące drzewo, lustro oszustro i inne bajki;Hanna Krugiełka;978-83-7859-026-2;Wydawnictwo e-bookowo;2012;Literatura dla dzieci i młodzieży;-;Czytaj
40084;Wiedza i komunikacja w innowacyjnych organizacjach. Komunikacja elektroniczna;Redakcja: Małgorzata Pańkowska;978-83-7246-683-9;Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach;2011;Nauki ekonomiczne;Informatyka w biznesie/Business Intelligence;Czytaj
61950;Wiek XIX w źródłach. Wybór tekstów;Stanisław Bogusław Lenard, Melania Sobańska-Bondaruk;83-01-12582-9;Wydawnictwo Naukowe PWN;2002;Nauki humanistyczne;Historia;Czytaj
61948;Wiek XVI-XVIII w źródłach;Stanisław Bogusław Lenard, Melania Sobańska-Bondaruk;83-01-12438-5;Wydawnictwo Naukowe PWN;1997;Nauki humanistyczne;Historia;Czytaj
61927;Wiek XX w źródłach;Stanisław Bogusław Lenard, Melania Sobańska-Bondaruk;83-01-12710-4;Wydawnictwo Naukowe PWN;1998;Nauki humanistyczne;Historia;Czytaj
43892;Wielka masakra kotów;Robert Darnton;978-83-01-17252-7;Wydawnictwo Naukowe PWN;2012;Nauki humanistyczne;Kulturoznawstwo;Czytaj
6048;Wielka transformacja. Zmiany ustroju w Polsce po 1989;Ireneusz Krzemiński;978-83-62726-01-1;Łośgraf;2011;Nauki społeczne;Socjologia;Czytaj
41448;Wielkie serce Mike'a Larssona;Olle Lönnaeus;978-83-7544-507-7;Rea;2012;Literatura piękna;Kryminał, sensacja, thriller;Czytaj
43149;Wilgoć, Pleśnie i Grzyby w budynkach;Anna Charkowska,, Maciej Mijakowski, Jerzy Sowa;978-83-7537-126-0;Verlag;2012;Nauki matematyczno-przyrodnicze;Technika;Czytaj
1338;Wizerunek aktywności zawodowej osób z ograniczeniami sprawności.;Wojciech Łukowski, Dorota Wiszejko-Wierzbicka;978-83-89281-63-0;Academica Wydawnictwo SWPS;2008;Publikacje darmowe;-;Czytaj
45443;Władza i kierowanie;Waldemar Stelmach;978-83-7488-023-7;Placet;2010;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
38474;Wojownicy i wilkołaki;Leszek Paweł Słupecki;978-83-01-16590-1;Wydawnictwo Naukowe PWN;2011;Nauki humanistyczne;Kulturoznawstwo;Czytaj
63009;Wolontariat w opiece u kresu życia. Geneza, rozwój funkcjonowanie, możliwości optymalizacji i integracji. Ku syntezie socjopedagogicznej;Piotr Krakowiak;978-83-231-2980-6;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2012;Nauki społeczne;Pedagogika;Czytaj
43975;Wołanie w górach;Michał Jagiełło;978-83-244-0293-9;Iskry;2012;Literatura faktu;-;Czytaj
40083;Wprowadzanie i funkcjonowanie systemów zarządzania wiedzą w przedsiębiorstwach;Edyta Tabaszewska;978-83-7695-199-7;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2012;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
43835;Wprowadzanie zmiany w organizacji;Bert Spector;978-83-01-17251-0;Wydawnictwo Naukowe PWN;2012;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
1093;Wprowadzenie do ekonometrii;Karol Kukuła, Antoni Goryl, Zbigniew Jędrzejczyk, Jacek Osiewalski, Anna Walkosz;978-83-01-15671-8;Wydawnictwo Naukowe PWN;2009;Nauki ekonomiczne;Metody ilościowe;Czytaj
1092;Wprowadzenie do finansów i bankowości;Zbigniew Dobosiewicz;978-83-01-15059-4;Wydawnictwo Naukowe PWN;2009;Nauki ekonomiczne;Finanse i bankowość;Czytaj
36189;Wprowadzenie do logopedii;Grażyna Gunia, Victor Lechta;978-83-7587-851-6;Oficyna Wydawnicza IMPULS;2013;Nauki społeczne;Pedagogika;Czytaj
2071;Wprowadzenie do metodologii badań pedagogicznych;Mieczysław Łobocki;978-83-7587-163-0;Oficyna Wydawnicza IMPULS;2009;Nauki społeczne;Pedagogika;Czytaj
62069;Wprowadzenie do metodologii badań pedagogicznych;Mieczysław Łobocki, Redakcja: Mieczysław Łobocki;978-83-7850-282-1;Oficyna Wydawnicza IMPULS;2013;Nauki społeczne;Pedagogika;Czytaj
42678;Wrocławska Madonna;Jolanta Maria Kaleta;978-83-63548-17-9;Psychoskok;2012;Literatura piękna;Kryminał, sensacja, thriller;Czytaj
2219;Wsparcie społeczne w instytucjach opieki paliatywnej i hospicyjnej;Anna Kacperczyk;83-7171-970-1;Wydawnictwo Uniwersytetu Łódzkiego;2006;Publikacje darmowe;-;Czytaj
44;Współczesna ekonomika usług;Redakcja: Aleksander Panasiuk, Grażyna Rosa, Stanisław Flejterski, Józef Perenc;978-83-01-15522-3;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Usługi;Czytaj
63043;Współczesna gospodarka - wyzwania i oczekiwania;Redakcja: Barbara Kos;978-83-7246-737-9;Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach;2011;Nauki ekonomiczne;Gospodarka światowa;Czytaj
66387;Współczesna gospodarka światowa;Anna Zielińska-Głębocka;978-83-264-4684-9;Wolters Kluwer Polska;2012;Nauki ekonomiczne;Gospodarka światowa;Czytaj
38478;Współczesna inscenizacja. Źródła, tendencje, perspektywy;Patrice Pavis;978-83-01-16770-7;Wydawnictwo Naukowe PWN;2011;Nauki humanistyczne;Kultura i sztuka;Czytaj
2503;Współczesna powieść dla dzieci i młodzieży po roku 1990;Krystyna Bęczkowska;978-83-7587-190-6;Oficyna Wydawnicza IMPULS;2010;Nauki humanistyczne;Filologia polska;Czytaj
40874;Współczesne instrumenty zarządzania wspomagające proces zmian organizacyjnych w instytucjach rynku pracy;Grażyna Prawelska-Skrzypek;978-83-233-2356-3;Wydawnictwo Uniwersytetu Jagiellońskiego;2007;Publikacje darmowe;-;Czytaj
42621;Współczesne systemy motywacyjne;Jacek Woźniak;978-83-01-16997-8;Wydawnictwo Naukowe PWN;2012;Nauki ekonomiczne;Zarządzanie zasobami ludzkimi (HR);Czytaj
39941;Współczesne wyzwania rolnictwa. Paradygmaty - Globalizacja - Polityka;Józef Stanisław Zegar;978-83-01-16824-7;Wydawnictwo Naukowe PWN;2012;Nauki ekonomiczne;Gospodarka światowa;Czytaj
621;Współczesny polski onomatopeikon;Mirosław Bańko;978-83-01-15457-8;Wydawnictwo Naukowe PWN;2008;Nauki humanistyczne;Filologia polska;Czytaj
61760;Współczesny rynek pracy. Wybrane problemy;Redakcja: Dorota Kotlorz;978-83-7246-714-0;Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach;2011;Nauki ekonomiczne;Teoria ekonomii;Czytaj
1001;Współpraca celna w Unii Europejskiej;Piotr Wawrzyk;978-83-60807-71-2;Łośgraf;2008;Nauki ekonomiczne;Unia Europejska;Czytaj
40520;Współpraca jednostek Samorządu Terytorialnego z organizacjami pozarządowymi;Jakub Kosowski;978-83-264-0782-6;Wolters Kluwer Polska;2012;Nauki społeczne;Nauki polityczne;Czytaj
45271;Współzależność biomechanicznych warunków okluzyjnych narządu żucia i metod rekonstrukcyjnych stosowanych w trudnych przypadkach bezzębia szczęki i żuchwy pacjentów w wieku podeszłym;Grażyna Wiśniewska;978-83-233-3283-1;Wydawnictwo Uniwersytetu Jagiellońskiego;2012;Medycyna;Inne;Czytaj
1386;Wstęp do archeologii;Dorota Ławecka;978-83-01-13966-7;Wydawnictwo Naukowe PWN;2009;Nauki humanistyczne;Historia;Czytaj
532;Wstęp do językoznawstwa;Renata Grzegorczykowa;978-83-01-15233-8;Wydawnictwo Naukowe PWN;2007;Nauki humanistyczne;Filologia polska;Czytaj
1012;Wstęp do nauki o komunikowaniu;Walery Pisarek;978-83-60501-14-6;Łośgraf;2008;Nauki społeczne;Komunikacja społeczna;Czytaj
166;Wstęp do politologii;Tomasz Żyro;83-01-14202-2;Wydawnictwo Naukowe PWN;2006;Nauki społeczne;Nauki polityczne;Czytaj
1897;Wstęp do psychoanalizy;Sigmund Freud;978-83-01-14305-3;Wydawnictwo Naukowe PWN;2010;Nauki społeczne;Psychologia;Czytaj
62287;Wybory 2010. Media i marketing polityczny;Redakcja: Marek Jeziński, Wojciech Peszyński, Aleksandra Seklecka;978-83-231-2941-7;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2012;Informatyka;Aplikacje, programy użytkowe;Czytaj
26663;Wybrane modele i analizy rynku pracy. Uwarunkowania rynku pracy i wzrostu gospodarczego;Maria Balcerowicz-Szkutnik, Monika Dyduch, Włodzimierz Szkutnik;978-83-7246-617-4;Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach;2010;Nauki ekonomiczne;Gospodarka światowa;Czytaj
1158;Wybrane zagadnienia współczesnej metodyki wychowania fizycznego;Eligiusz Madejski, Józef Węglarz;978-83-7308-891-7;Oficyna Wydawnicza IMPULS;2008;Nauki społeczne;Pedagogika;Czytaj
66572;Wycena i kształtowanie wartości przedsiębiorstwa;Andrzej Jaki;978-83-264-3646-8;Wolters Kluwer Polska;2012;Nauki ekonomiczne;Finanse i bankowość;Czytaj
1334;Wychowanie do samodzielności: kluczowy czynnik sukcesu zawodowego osób z ograniczeniem sprawności;Redakcja: Anna Izabela Brzezińska, Radosław Kaczan;978-83-89281-60-9;Academica Wydawnictwo SWPS;2008;Publikacje darmowe;-;Czytaj
64404;Wychowanie fizyczne w edukacji wczesnoszkolnej Poradnik metodyczny;Urszula Kierczak, Redakcja: Urszula Kierczak;978-83-7850-002-5;Oficyna Wydawnicza IMPULS;2013;Sport;-;Czytaj
61353;Wytwórnia wód gazowanych;Dorota Combrzyńska-Nogala, Redakcja: Monika Czechowska-Wrońska;978-83-7779-129-5;MG;2012;Literatura kobieca;-;Czytaj
1333;Wyznaczniki satysfakcji z wykonywanej pracy osób z ograniczoną sprawnością: kompetencje i relacje;Anna Izabela Brzezińska, Konrad Piotrowski;978-83-89281-48-7;Academica Wydawnictwo SWPS;2008;Publikacje darmowe;-;Czytaj
92211;Wyzwania gospodarki globalnej. Prace i materiały Instytutu Handlu Zagranicznego Uniwersytetu Gdańskiego 31/1;Praca zbiorowa;;Wydawnictwo Uniwersytetu Gdańskiego;2012;Publikacje darmowe;-;Czytaj
92356;Wyzwania gospodarki globalnej. Prace i materiały Instytutu Handlu Zagranicznego Uniwersytetu Gdańskiego 31/2;Praca zbiorowa;;Wydawnictwo Uniwersytetu Gdańskiego;2012;Publikacje darmowe;-;Czytaj
45433;Wyzwania współczesnej polityki turystycznej. Problemy funkcjonowania rynku turystycznego;Redakcja: Andrzej Rapacz;978-83-7695-218-5;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2012;Nauki ekonomiczne;Finanse i bankowość;Czytaj
45419;Wyzwania współczesnej polityki turystycznej. Problemy polityki turystycznej;Redakcja: Andrzej Rapacz;978-83-7695-222-2;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2012;Nauki ekonomiczne;Finanse i bankowość;Czytaj
40952;Yearbook of Conrad Studies (Poland) Vol. V 2010;Redakcja: Jolanta Dudek;978-83-233-3263-3;Wydawnictwo Uniwersytetu Jagiellońskiego;2011;Publikacje darmowe;-;Czytaj
40955;Yearbook of Conrad Studies (Poland) Vol. VI 2011;Redakcja: Jolanta Dudek;978-83-233-3309-8;Wydawnictwo Uniwersytetu Jagiellońskiego;2011;Publikacje darmowe;-;Czytaj
26607;YouTube. Wideo online i kultura uczestnictwa;Jean Burgess, Joshua Green;978-83-01-16740-0;Wydawnictwo Naukowe PWN;2011;Nauki społeczne;Socjologia;Czytaj
40567;Z dziejów teorii i praktyki wychowania;Czesław Kupisiewicz;978-83-7587-983-4;Oficyna Wydawnicza IMPULS;2012;Nauki społeczne;Pedagogika;Czytaj
40485;Z piekła do wolności. Ucieczki z Korei Północnej;Mike Kim;978-83-01-16937-4;Dom Wydawniczy PWN Sp. z o.o.;2012;Literatura faktu;-;Czytaj
1940;Zaburzenia mowy u dzieci;Elżbieta Stecko;978-83-235-0347-7;Wydawnictwa Uniwersytetu Warszawskiego;2002;Nauki społeczne;Pedagogika;Czytaj
36801;Zabytki kamienne i metalowe, ich niszczenie i konserwacja profilaktyczna;Wiesław Domasławski;978-83-231-2681-2;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2011;Nauki humanistyczne;Kultura i sztuka;Czytaj
1328;Zadania rodziny i szkoły: od samodzielności dziecka do efektywności pracownika;Anna Izabela Brzezińska;978-83-89281-33-3;Academica Wydawnictwo SWPS;2007;Publikacje darmowe;-;Czytaj
40486;Zakupy na obcasach;Jane Cunningham, Philippa Roberts;978-83-01-17073-8;Dom Wydawniczy PWN Sp. z o.o.;2012;Poradniki;-;Czytaj
40523;Zamówienia publiczne nie są trudne;Jarosław Rokicki, Justyna Olszewska-Stompel;978-83-264-4666-5;Wolters Kluwer Polska;2012;Prawo;Prawo administracyjne;Czytaj
4976;Zapiski na chusteczkach;Katarzyna Krzan;978-83-61184-05-8;Wydawnictwo e-bookowo;2008;Literatura piękna;Inne;Czytaj
1319;Zarys dziejów pisma łacińskiego;Aleksander Gieysztor;978-38-01-16054-8;Wydawnictwo Naukowe PWN;2009;Nauki humanistyczne;Historia;Czytaj
531;Zarys gramatyki polskiej;Alicja Nagórko;978-83-01-15390-8;Wydawnictwo Naukowe PWN;2007;Nauki humanistyczne;Filologia polska;Czytaj
512;Zarys kultury starożytnej Grecji i Rzymu;Stanisław Stabryła;978-83-01-15227-7;Wydawnictwo Naukowe PWN;2007;Nauki humanistyczne;Historia;Czytaj
6699;Zarys nauki administracji;Ernest Knosala;978-83-264-0585-3;Wolters Kluwer Polska;2010;Prawo;Prawo administracyjne;Czytaj
41116;Zarys współczesnej promocji zdrowia;Dorota Cianciara;978-83-200-4141-5;Wydawnictwo Lekarskie PZWL;2010;Medycyna;Inne;Czytaj
1893;Zarządzanie działem sprzedaży firmy;Krzysztof Cybulski;978-83-01-14255-1;Wydawnictwo Naukowe PWN;2010;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
38334;Zarządzanie finansami firm - teoria i praktyka;Redakcja: Bogumił Bernaś, Adam Kopiński;978-83-7695-128-7;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2011;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
1909;Zarządzanie finansami przedsiębiorstw;Redakcja: Jan Czekaj, Zbigniew Dresler;978-83-01-14992-5;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
5613;Zarządzanie finansami w przedsiębiorstwie turystycznym;Władysław Biczysko;978-83-01-16551-2;Wydawnictwo Naukowe PWN;2011;Nauki ekonomiczne;Finanse i bankowość;Czytaj
1949;Zarządzanie jakością w urzędach gminy;Roman Batko;978-83-233-2747-9;Wydawnictwo Uniwersytetu Jagiellońskiego;2009;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
26609;Zarządzanie kapitałem ludzkim w polskich przedsiębiorstwach. Metody, narzędzia, mierniki;Dagmara Lewicka;978-83-01-16261-0;Wydawnictwo Naukowe PWN;2010;Nauki ekonomiczne;Zarządzanie zasobami ludzkimi (HR);Czytaj
37993;Zarządzanie kryzysowe. Teoria, praktyka, konteksty, badania;Redakcja: Jadwiga Stawnicka, Bernard Wiśniewski, Robert Socha;978-83-7462-288-2;Wydawnictwo Wyższej Szkoły Policji w Szczytnie;2011;Prawo;Bezpieczeństwo wewnętrzne;Czytaj
61845;Zarządzanie lokalnymi projektami rozwojowymi;Henryk Brandenburg;978-83-7246-713-3;Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach;2011;Nauki ekonomiczne;Zarządzanie projektami;Czytaj
43295;Zarządzanie mediami;Bogusław Nierenberg;978-83-233-3192-6;Wydawnictwo Uniwersytetu Jagiellońskiego;2011;Nauki społeczne;Komunikacja społeczna;Czytaj
64738;Zarządzanie organizacjami obywatelskimi i samorządowymi;Paweł Hayn, Redakcja: Karol Dąbrowski;978-83-933847-2-3;Fundacja Obywatelskiego Rozwoju Ryki;2012;Publikacje darmowe;-;Czytaj
452;Zarządzanie projektami;Marek Pawlak;978-83-01-15041-9;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Zarządzanie projektami;Czytaj
561;Zarządzanie ryzykiem;Redakcja: Krzysztof Jajuga;978-83-01-15403-5;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Finanse i bankowość;Czytaj
35876;Zarządzanie ryzykiem instytucji finansowych;John C. Hull;978-83-01-16651-9;Wydawnictwo Naukowe PWN;2011;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
62448;Zarządzanie ryzykiem operacyjnym przedsiębiorstwa. Metoda szacowania ryzyka delta-EVT;Michał Thlon;978-83-7252-594-9;Wydawnictwo Uniwersytetu Ekonomicznego w Krakowie;2012;Nauki ekonomiczne;Finanse i bankowość;Czytaj
40137;Zarządzanie talentami w przedsiębiorstwie;Jacek Kopeć;978-83-7252-565-9;Wydawnictwo Uniwersytetu Ekonomicznego w Krakowie;2012;Nauki ekonomiczne;Zarządzanie zasobami ludzkimi (HR);Czytaj
38177;Zarządzanie wiedzą;Dariusz Jemielniak, Andrzej K. Koźmiński;978-83-264-3583-6;Wolters Kluwer Polska;2012;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
399;Zarządzanie zasobami ludzkimi. Podręcznik;Redakcja: Henryk Król, Antoni Ludwiczyński;978-83-01-14813-3;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Zarządzanie zasobami ludzkimi (HR);Czytaj
39943;Zarządzanie. Teoria i praktyka;Redakcja: Włodzimierz Piotrowski, Andrzej K. Koźmiński;978-83-01-16441-6;Wydawnictwo Naukowe PWN;2010;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
703;Zasady funkcjonowania Unii Europejskiej;Marta Witkowska;978-83-60501-40-5;Łośgraf;2008;Nauki ekonomiczne;Unia Europejska;Czytaj
38739;Zatoka Czarnej Perły;Ewa Gudrymowicz-Schiller;978-83-63080-76-1;Wydawnictwo e-bookowo;2012;Literatura kobieca;-;Czytaj
43133;Zawód egzorcysta. Wywiady z polskim egzorcystami;Praca zbiorowa;978-83-7595-519-4;M;2011;Nauki humanistyczne;Religioznawstwo;Czytaj
41634;Zazdrośnik;Andrzej Klawitter;978-83-62252-89-3;Telbit;2009;Literatura piękna;Inne;Czytaj
44276;Zdrowie w cyklu życia człowieka;Redakcja: Joanna Miniszewska, Nina Ogińska-Bulik;978-83-7525-700-7;Wydawnictwo Uniwersytetu Łódzkiego;2012;Nauki społeczne;Psychologia;Czytaj
38742;Zemsta kobiet;Marcin Brzostowski;978-83-63080-78-5;Wydawnictwo e-bookowo;2012;Literatura piękna;Kryminał, sensacja, thriller;Czytaj
393;Zielnik i zielnikoznawstwo;Jacek Drobnik;978-83-01-15143-0;Wydawnictwo Naukowe PWN;2007;Nauki matematyczno-przyrodnicze;Biologia;Czytaj
9275;Zjawisko szaleństwa w kulturze;Redakcja: Marta Kasprowicz, Sławomir Drelich, Maciej Kopyciński;978-83-231-2492-4;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2010;Nauki społeczne;Socjologia;Czytaj
42302;Zły Tyrmand;Mariusz Urbanek;978-83-244-0286-1;Iskry;2007;Literatura faktu;-;Czytaj
61373;Zmiany społeczne w Japonii w XIX i XX wieku;Redakcja: Elżbieta Kostowska-Watanabe;978-83-242-1585-0;Universitas;2012;Nauki humanistyczne;Historia;Czytaj
41466;Znak czterech;Arthur Conan Doyle;978-83-7544-538-1;Rea;2009;Literatura piękna;Kryminał, sensacja, thriller;Czytaj
9279;Znani i nieobecni. Studia i szkice o Andrzeju Bobkowskim i innych pisarzach emigracyjnych;Krzysztof Ćwikliński;978-83-231-2606-5;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2011;Nauki humanistyczne;Filologia polska;Czytaj
38178;Zorganizowane grupy przestępcze. Studium kryminalistyczne;Olga Krajniak;978-83-264-2085-6;Wolters Kluwer Polska;2011;Prawo;Prawo karne;Czytaj
41643;Zośka Brat;Mariusz Niemycki;978-83-63551-13-1;Telbit;2008;Literatura dla dzieci i młodzieży;-;Czytaj
1890;Zrozumieć Unię Europejską;John McCormick;978-83-01-16189-7;Wydawnictwo Naukowe PWN;2010;Nauki społeczne;Nauki polityczne;Czytaj
190;Zrób to lepiej! O sztuce komputerowego składania tekstu;Dorota Cendrowska;83-01-14962-0;Wydawnictwo Naukowe PWN;2006;Informatyka;Aplikacje, programy użytkowe;Czytaj
41602;Zwyciężyć cukrzycę;Jan Tatoń;978-83-200-3974-0;Wydawnictwo Lekarskie PZWL;2011;Medycyna;Poradniki medyczne;Czytaj
40637;Źródła do badań nad zagładą Żydów na okupowanych ziemiach polskich;Alina Skibińska, Monika Polit, Dariusz Libionka, Marta Janczewska, Jakub Petelewicz, Witold Mędykowski, Redakcja: Regina Gromadzka;978-83-63444-20-4;Stowarzyszenie Centrum badań Nad Zagładą Żydów;2007;Nauki humanistyczne;Historia;Czytaj
68642;Źródła normatywne do dziejów izb przemysłowo-handlowych w Polsce (1918 - 2008);Redakcja: Karol Dąbrowski;978-83-933847-3-0;Fundacja Obywatelskiego Rozwoju Ryki;2013;Publikacje darmowe;-;Czytaj
61314;Żagary Środowisko kulturowe grupy literackiej;Redakcja: Tadeusz Bujnicki, Krzysztof Biedrzycki, Jarosław Fazan;978-83-242-1418-1;Universitas;2009;Nauki humanistyczne;Filologia polska;Czytaj
41658;Żegnaj Jaśmino;Ewa Barańska;978-83-62252-61-9;Telbit;2008;Literatura dla dzieci i młodzieży;-;Czytaj
45322;Życie jak obsesje;Anna Dalia Słowińska;978-83-7859-134-4;Wydawnictwo e-bookowo;2013;Literatura kobieca;-;Czytaj
42100;Życie polskie w dawnych wiekach;Władysław Łoziński;978-83-244-0288-5;Iskry;2006;Nauki humanistyczne;Historia;Czytaj
42101;Życie polskie w XIX wieku;Stanisław Wasylewski;978-83-244-0289-2;Iskry;2011;Nauki humanistyczne;Historia;Czytaj
41873;Żydowski Kraków;Henryk Halkowski;978-83-61978-46-6;Klezmerhojs Sp. z o.o.;2009;Nauki humanistyczne;Religioznawstwo;Czytaj
2618;Żydzi w Krakowie. Studium o elicie miasta 1850-1918;Łukasz Tomasz Sroka;978-83-7271-465-7;Wydawnictwo Naukowe Uniwersytetu Pedagogicznego w Krakowie;2008;Nauki humanistyczne;Historia;Czytaj
598;Żyję z chorobą Parkinsona;Włodzimierz Kuran;978-83-200-2997-0;Wydawnictwo Lekarskie PZWL;2004;Medycyna;Poradniki medyczne;Czytaj
